,n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2,met,timestamp
90793,222.74197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.73941,0.0,0.0,43.30825,0.0,0.0,42.007748,0.0,0.0,0.0,237.67528,378.67697,45.4872,0.0,372.1967,43.375553,170.62509,0.0,0.0,277.2971,0.0,0.0,0.0,0.0,42.42198,165.96388,0.0,44.677067,573604865.81342,2019-03-06 22:41:00.813420
90794,222.66649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.728436,0.0,0.0,43.30855,0.0,0.0,42.001915,0.0,0.0,0.0,237.68443,378.8133,45.515717,0.0,372.30466,43.399986,170.64891,0.0,0.0,277.29782,0.0,0.0,0.0,0.0,42.452225,165.83049,0.0,44.710487,573604869.9094839,2019-03-06 22:41:04.909484
90795,222.72005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.74177,0.0,0.0,43.29622,0.0,0.0,42.003048,0.0,0.0,0.0,237.73387,379.1055,45.534405,0.0,372.59692,43.422855,170.73766,0.0,0.0,277.3825,0.0,0.0,0.0,0.0,42.47977,165.79532,0.0,44.758476,573604874.005556,2019-03-06 22:41:09.005556
90796,222.59088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.716553,0.0,0.0,43.314335,0.0,0.0,41.998596,0.0,0.0,0.0,237.76608,379.1862,45.582417,0.0,372.62418,43.455364,170.74278,0.0,0.0,277.36575,0.0,0.0,0.0,0.0,42.519386,165.6209,0.0,44.786125,573604878.1016281,2019-03-06 22:41:13.101628
90797,222.5528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.71074,0.0,0.0,43.299362,0.0,0.0,41.98713,0.0,0.0,0.0,237.77809,379.31363,45.601665,0.0,372.75217,43.47098,170.84007,0.0,0.0,277.34238,0.0,0.0,0.0,0.0,42.54451,165.5361,0.0,44.81982,573604882.197692,2019-03-06 22:41:17.197692
90798,222.60777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.721054,0.0,0.0,43.283104,0.0,0.0,41.984215,0.0,0.0,0.0,237.81544,379.5937,45.612877,0.0,373.03183,43.489178,170.9134,0.0,0.0,277.43253,0.0,0.0,0.0,0.0,42.566113,165.48764,0.0,44.862446,573604886.293757,2019-03-06 22:41:21.293757
90799,222.57195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7125,0.0,0.0,43.279892,0.0,0.0,41.97748,0.0,0.0,0.0,237.84721,379.7554,45.639576,0.0,373.1734,43.511257,170.97017,0.0,0.0,277.45523,0.0,0.0,0.0,0.0,42.594685,165.38159,0.0,44.8955,573604890.389822,2019-03-06 22:41:25.389822
90800,222.29187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.655067,0.0,0.0,43.29821,0.0,0.0,41.954998,0.0,0.0,0.0,237.82292,379.58035,45.69059,0.0,372.9371,43.534893,170.96709,0.0,0.0,277.28076,0.0,0.0,0.0,0.0,42.63118,165.11407,0.0,44.899345,573604894.4858861,2019-03-06 22:41:29.485886
90801,222.31934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.655643,0.0,0.0,43.284092,0.0,0.0,41.946907,0.0,0.0,0.0,237.86182,379.79984,45.70477,0.0,373.15256,43.549953,171.05046,0.0,0.0,277.337,0.0,0.0,0.0,0.0,42.652317,165.0481,0.0,44.93432,573604898.58195,2019-03-06 22:41:33.581950
90802,222.35027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.658024,0.0,0.0,43.269108,0.0,0.0,41.939484,0.0,0.0,0.0,237.88951,380.02502,45.714813,0.0,373.37207,43.564663,171.11209,0.0,0.0,277.4045,0.0,0.0,0.0,0.0,42.67113,164.97362,0.0,44.968506,573604902.678014,2019-03-06 22:41:37.678014
