,n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2,met,timestamp,event
90736,228.44203,361.4139,36.031094,247.12138,354.37894,36.774017,261.2593,374.97818,37.7429,242.29967,370.6192,43.14086,209.53958,364.3368,38.331905,273.58856,368.66458,46.55784,245.21074,374.79764,43.60391,221.98546,360.29758,37.120087,177.12883,368.8246,44.31281,291.4721,401.41763,39.957905,259.14474,380.07898,39.086136,173.53229,358.0864,45.556816,573604629.265646,2019-03-06 22:37:04.265646,GRB190306943
90737,232.25276,365.7215,34.684715,250.20103,353.29712,38.492466,259.17395,373.13696,36.884804,244.02266,380.19,38.239613,199.61214,367.13937,37.473198,267.70273,370.7407,44.474182,250.3597,371.74252,42.257385,218.31285,362.62967,38.713165,169.05005,363.68408,43.94567,292.19067,394.89865,39.955605,257.31934,378.87207,42.028824,174.9867,353.647,41.756798,573604633.361709,2019-03-06 22:37:08.361709,GRB190306943
90738,232.11961,365.09204,36.889126,245.16057,361.857,36.651505,253.5269,368.22055,36.515717,242.55803,387.43097,40.3242,197.89969,361.75473,41.392384,259.505,378.9655,44.84364,248.41257,372.86383,39.809704,222.71536,358.94168,37.731754,172.10942,361.23392,42.72133,293.42578,385.35114,36.64758,262.2264,375.93954,38.966354,176.4684,353.54913,35.759037,573604637.457772,2019-03-06 22:37:12.457772,GRB190306943
90739,228.31285,365.93784,37.868317,243.93672,366.518,33.955013,255.36894,375.5786,35.9036,236.18327,379.70718,41.549625,201.32834,354.8963,39.065533,262.80997,376.87808,41.780045,243.5064,373.83374,40.29859,227.50352,358.83566,40.428738,179.57785,378.9864,43.945774,291.60434,393.0959,34.565964,262.09763,370.53912,36.51477,177.08548,364.94794,37.596985,573604641.5538361,2019-03-06 22:37:16.553836,GRB190306943
90740,226.23723,357.3715,36.39895,240.00932,353.76248,35.670437,257.82404,376.32016,38.600082,232.87912,384.0054,41.795673,206.34067,350.84036,38.69653,269.8005,371.25137,39.698166,242.38089,365.7147,42.49933,217.82533,368.5144,43.736584,177.8476,371.85205,41.12649,285.82114,391.96225,36.40175,264.28787,360.10294,40.06589,180.15297,361.6531,37.353268,573604645.6499,2019-03-06 22:37:20.649900,GRB190306943
90741,232.6044,350.13214,36.15295,241.34816,346.02634,34.443287,259.78824,373.87448,44.114983,239.73828,389.636,41.549732,206.23018,354.16727,40.16835,266.74527,377.14374,44.723022,250.83353,357.75623,39.437695,214.87987,373.89587,40.060272,173.55667,361.0664,38.309757,287.16476,397.83905,35.54323,266.49112,368.67667,41.780907,176.36456,360.3226,37.967373,573604649.745964,2019-03-06 22:37:24.745964,GRB190306943
90742,231.86568,350.49463,35.784767,247.37811,352.43414,34.201435,261.1341,374.23907,41.41873,244.52336,388.66345,41.060314,207.58456,356.75153,38.8226,266.10788,374.29077,43.49369,253.42494,366.35767,38.70579,227.38237,382.60513,37.243664,170.50815,359.86642,42.10682,306.30786,409.75876,35.42336,264.91803,388.4321,42.886826,165.21155,373.0425,42.129555,573604653.8420279,2019-03-06 22:37:28.842028,GRB190306943
90743,226.84831,362.14844,36.15357,247.75792,358.21307,37.880848,265.41104,372.62924,35.290108,243.5536,383.9003,43.636177,208.91574,356.84668,39.309467,267.94696,378.94833,43.003834,252.81796,367.95795,40.788944,224.3117,371.56604,38.589943,171.97287,362.30585,44.064224,314.17062,411.62112,34.44477,269.45508,385.74103,39.823963,169.62054,366.55185,43.966625,573604657.938092,2019-03-06 22:37:32.938092,GRB190306943
90744,230.53934,370.50528,39.587563,252.90701,368.8789,38.493843,273.01434,370.55447,34.80075,242.80145,382.4031,41.54957,205.60472,368.59454,40.165783,261.8266,375.40326,45.087597,254.29951,371.5272,40.055847,213.41014,372.0589,40.18285,175.90392,370.65906,45.659126,313.46585,431.76642,33.344822,273.39594,406.96902,35.170162,177.48181,374.8063,41.52266,573604662.034164,2019-03-06 22:37:37.034164,GRB190306943
90745,234.96292,373.21967,42.653675,252.67021,386.66757,39.843678,270.83862,374.76224,36.887974,241.5627,380.42142,41.302197,211.2471,374.48907,40.167564,259.86526,372.3388,46.925224,257.88565,400.61096,41.898758,218.702,388.76273,40.18726,180.94246,386.9818,45.174404,321.24225,458.44455,38.500023,286.8318,455.25354,37.876507,189.62262,398.96698,39.688457,573604667.66626,2019-03-06 22:37:42.666260,GRB190306943
90746,240.25166,393.2282,43.931732,263.03693,380.13837,37.07232,259.791,380.17715,35.880566,233.58208,377.33997,42.36249,208.49202,366.42862,41.933544,269.77435,376.42932,42.93647,256.78455,414.38364,41.94801,224.4628,385.9976,46.852932,184.70822,407.4158,46.81364,318.37787,454.51724,40.99875,298.9154,453.865,41.581406,196.78568,397.4914,41.748356,573604673.298347,2019-03-06 22:37:48.298347,GRB190306943
90747,234.16286,410.86365,40.007725,274.0676,410.41476,42.767887,261.95926,386.86047,35.686066,236.14857,393.64636,45.11144,217.3342,389.39862,39.194626,270.1366,383.24896,42.931725,267.98242,418.93082,48.029037,222.90416,399.5415,48.031242,190.98659,418.01578,46.032665,326.32275,526.2764,38.263943,310.3469,492.98465,46.88553,209.52954,417.09903,42.72913,573604677.3944101,2019-03-06 22:37:52.394410,GRB190306943
90748,235.52151,387.8947,35.298813,256.9604,378.57523,36.680607,258.8034,372.32397,33.722866,250.8382,396.7519,44.519367,209.68346,379.38986,39.97703,262.86316,372.4385,50.181187,253.04373,401.02826,41.357265,239.36115,381.88004,44.304356,175.29034,385.4429,43.283985,313.5129,494.7932,39.04197,304.79807,450.92072,35.500935,193.6403,385.3207,45.07821,573604681.490474,2019-03-06 22:37:56.490474,GRB190306943
90749,248.2575,389.8388,34.905087,270.10672,386.42722,35.700382,269.0121,391.55768,39.410664,250.84628,401.07947,40.009884,215.54416,371.12787,41.345287,269.34122,371.4713,42.537876,251.88063,418.29825,46.455803,233.48994,389.542,37.836742,188.44145,412.1422,44.27003,335.73032,504.086,43.560566,314.84476,482.76193,41.586967,186.79428,417.49405,46.453564,573604685.5865381,2019-03-06 22:38:00.586538,GRB190306943
90750,243.01166,426.9866,37.461845,281.1458,420.0511,42.181683,274.94437,405.55273,40.00617,239.68747,416.60898,38.444145,212.6173,386.4344,41.347694,263.10962,380.9404,49.602634,263.68784,428.17413,52.541515,233.71567,411.15918,44.11579,201.17845,427.43076,42.31212,374.51474,547.63947,44.164474,328.27267,543.3276,47.288532,225.04362,454.20392,39.206207,573604689.6826019,2019-03-06 22:38:04.682602,GRB190306943
90751,258.31805,454.2632,48.83918,272.1241,422.41037,49.441437,264.12387,410.20575,47.648182,242.80371,400.68497,38.244526,209.69353,387.2471,41.35078,269.57187,388.1835,45.68018,282.8947,436.0068,45.482727,234.90512,426.47635,41.76527,203.35658,434.14084,46.43113,373.7336,569.826,43.576084,335.17282,574.1895,49.647964,213.87782,454.80893,48.029392,573604693.778666,2019-03-06 22:38:08.778666,GRB190306943
90752,238.47258,397.7158,40.006912,254.2005,377.96634,40.013042,265.1039,391.7734,35.2949,252.21378,396.36395,40.40127,214.77748,373.1171,40.564724,267.19446,370.89648,39.40285,263.06845,414.2054,39.009407,212.70992,394.24854,40.77757,184.88979,385.64407,46.222446,327.05643,455.7601,40.612286,293.80624,452.28116,44.522038,192.2604,388.2445,46.840202,573604697.8747301,2019-03-06 22:38:12.874730,GRB190306943
90753,220.21893,372.78378,37.847065,243.60396,371.68237,34.32423,270.57626,378.41464,34.900417,239.27003,383.61655,40.20521,216.33214,376.03384,39.38656,260.53973,392.86804,47.63819,261.08618,391.23724,40.182182,216.64781,379.77087,44.898052,187.44693,377.8319,43.287117,315.81757,443.71387,43.155193,282.199,423.39658,46.673637,191.85777,367.44977,41.742294,573604701.9708021,2019-03-06 22:38:16.970802,GRB190306943
90754,225.9117,378.08832,39.024677,256.7231,354.1955,33.536785,269.00525,376.4505,37.841118,232.19576,379.67142,45.105595,224.18195,380.1687,42.719986,267.82376,395.65765,49.604256,247.17955,392.03735,43.516144,235.27571,381.9309,43.13388,180.98262,383.11905,44.070442,313.45618,429.1878,42.17339,267.29282,418.88293,45.692757,181.4787,385.2993,43.899815,573604706.066874,2019-03-06 22:38:21.066874,GRB190306943
90755,229.7964,355.2825,34.704746,250.25952,359.89514,35.499195,265.66263,379.18195,38.624012,242.58987,381.4368,43.340633,218.87317,362.3066,35.662415,258.18555,372.67328,41.75666,262.65158,373.9845,41.357826,234.27893,364.06357,38.425663,170.39781,382.5137,40.542927,318.37192,411.74533,42.959614,272.74832,400.00473,38.627907,186.77144,385.4978,45.271984,573604710.1629381,2019-03-06 22:38:25.162938,GRB190306943
90756,232.55421,352.753,32.549747,240.64911,354.40335,39.02948,265.67688,363.71262,42.547512,240.65974,385.01636,40.404163,201.21925,359.13818,38.793976,266.41122,371.68192,51.55714,252.07999,386.35275,46.848457,233.88156,365.81976,41.561516,183.3224,365.2738,39.17145,322.6865,406.64383,38.25159,270.00928,397.8568,40.19746,193.24065,378.44595,41.352715,573604714.259002,2019-03-06 22:38:29.259002,GRB190306943
90757,239.44412,365.7357,34.122257,255.56415,350.4936,35.1082,250.37076,366.63535,36.663536,242.01799,368.32236,46.873825,197.92163,376.24707,43.895493,275.25314,383.47235,48.816265,259.3065,376.7098,39.78777,248.60493,373.49557,38.820015,186.46863,380.7721,44.266712,318.16776,409.96954,38.643063,259.18912,386.62704,38.819553,182.44746,367.05057,39.193867,573604718.3550661,2019-03-06 22:38:33.355066,GRB190306943
90758,230.1917,360.1892,33.724846,251.80417,349.0743,35.103542,263.1105,366.43332,37.055054,242.80846,366.17398,43.933033,211.62735,360.35434,38.9943,272.0983,382.4667,47.0487,249.3313,382.22958,47.04364,234.29324,367.61493,41.368935,186.48369,386.09174,45.837376,294.20282,387.56317,38.246365,269.77286,386.8182,34.89794,172.24257,368.58734,39.582478,573604722.45113,2019-03-06 22:38:37.451130,GRB190306943
90759,224.1165,367.05695,35.882168,249.65904,345.36493,35.105236,271.96512,376.4766,40.981045,251.44548,378.34503,44.91499,210.63718,361.90408,38.600487,266.02594,380.1211,45.873302,266.00507,383.8157,45.281628,226.64745,366.24347,41.36904,172.3595,375.8612,37.409843,299.89285,411.29843,38.0505,266.65552,399.00293,39.01798,175.97356,367.03616,40.3681,573604726.547194,2019-03-06 22:38:41.547194,GRB190306943
90760,222.75029,372.5577,40.58918,243.00255,354.2071,33.145626,271.56537,369.60342,40.391674,237.89973,398.33005,41.970768,200.06938,379.56357,38.79896,260.13614,370.6989,43.12732,254.80855,372.2165,44.493492,232.71764,375.0538,45.48483,175.08926,366.43402,42.499294,295.1663,383.81424,35.30228,259.20184,379.78366,39.801796,177.15295,371.9428,46.05193,573604730.6432581,2019-03-06 22:38:45.643258,GRB190306943
90761,215.29156,355.87814,37.25446,247.88957,355.949,33.535694,269.9925,374.3033,37.057793,230.06143,409.32498,39.618423,220.06865,370.17783,41.936504,251.50131,378.72217,40.18532,251.67668,366.73447,47.6304,227.03503,378.78384,46.661777,178.42078,362.3254,43.47905,306.95096,387.1701,44.522602,248.01257,373.68536,42.54445,177.5496,353.53143,49.38466,573604734.739322,2019-03-06 22:38:49.739322,GRB190306943
90762,223.9267,360.79257,37.255756,248.66475,339.07047,37.4566,252.12967,366.03894,39.60357,243.99593,396.19916,49.426826,212.99251,358.7758,33.702587,255.0423,381.2892,46.264397,253.63794,377.71277,45.4745,220.5486,374.2465,37.444252,187.4366,383.29514,45.24332,308.14554,412.2991,39.621513,259.7927,373.90543,44.50788,176.38483,381.97113,40.764492,573604738.835386,2019-03-06 22:38:53.835386,GRB190306943
90763,234.11855,367.06024,36.47073,242.99359,340.07336,40.989235,250.18799,379.3995,35.489048,246.32042,375.36407,46.675365,210.05814,366.81793,43.696793,269.93433,367.9497,45.479134,248.14836,386.92328,38.809933,223.29524,378.56287,37.640636,178.4325,372.73,47.59506,303.81357,400.11597,39.42319,247.81319,380.3462,44.112316,193.47017,370.08276,43.712105,573604742.9314501,2019-03-06 22:38:57.931450,GRB190306943
90764,225.09514,353.72095,33.52898,257.71713,336.5621,34.126926,263.11676,369.18695,31.56617,247.67776,391.8133,47.456863,219.47365,377.4163,43.306854,278.76852,368.9468,49.009937,253.8337,369.67593,43.514347,229.37064,374.2466,42.34535,176.8702,370.78104,40.936733,301.84665,392.0672,38.245674,262.13748,379.77585,41.36949,175.21588,373.5587,48.213764,573604747.0275221,2019-03-06 22:39:02.027522,GRB190306943
90765,225.69057,359.6147,39.412514,238.69702,351.47498,38.24644,252.9339,376.0676,40.78314,246.68935,391.80072,43.925606,216.5397,372.9186,43.895832,267.98102,386.19064,44.696175,260.7166,387.9385,43.322086,231.72647,364.0576,39.013172,180.00208,384.87927,42.50321,301.45715,405.2118,34.715626,266.24628,384.86118,39.21153,179.33344,381.01004,45.86232,573604751.123594,2019-03-06 22:39:06.123594,GRB190306943
90766,217.8578,348.84702,35.100403,253.59773,340.0916,36.088154,254.90337,374.11972,38.823746,238.27875,395.95456,42.556778,204.38301,360.56064,40.171158,271.8915,363.24078,41.16598,269.73877,383.24075,45.47921,227.63913,378.81033,40.19468,186.86868,383.13956,43.289288,310.1108,402.3006,40.406593,257.8161,398.7817,42.544556,185.78737,356.28845,39.783585,573604755.2196581,2019-03-06 22:39:10.219658,GRB190306943
90767,225.11249,355.31693,33.923744,246.53885,355.39252,36.676823,256.637,374.8586,36.46637,244.96962,372.4558,44.129837,207.32771,359.00226,44.875282,265.41626,366.36856,43.125244,249.33205,387.32715,45.671673,213.30153,380.33545,46.07156,173.1491,373.71997,49.750984,296.7566,399.3367,41.973503,253.90332,372.13013,45.486927,186.37556,360.20853,41.939404,573604759.315722,2019-03-06 22:39:14.315722,GRB190306943
90768,237.25429,356.2736,33.33325,244.98758,366.79486,37.85637,274.71533,374.13052,39.80529,239.83678,386.91574,39.221058,212.62326,380.7622,40.173058,256.20123,367.1499,45.477192,248.15811,383.60617,45.084015,230.38814,374.69934,41.17575,183.74153,387.2676,42.31148,302.62378,399.51047,36.283474,265.6622,374.08374,43.133343,167.17404,373.7408,44.880253,573604763.4117861,2019-03-06 22:39:18.411786,GRB190306943
90769,221.93643,357.99994,35.682358,243.98729,342.83746,40.20691,260.36606,377.2171,35.09452,225.31749,368.8618,44.31832,207.90663,376.0347,45.657158,262.28528,370.29663,39.59763,261.88297,378.90698,44.88862,235.28723,397.2433,42.547775,192.16995,399.42358,44.075676,303.62112,396.19812,39.619812,260.7483,375.24228,39.40632,171.68457,359.4401,40.961273,573604767.50785,2019-03-06 22:39:22.507850,GRB190306943
90770,220.38417,360.57516,36.665337,249.88834,343.44937,36.482914,254.08517,357.0132,39.602783,240.25557,373.42578,44.52083,203.40706,368.40585,45.85477,266.78848,380.8744,47.43778,255.59207,365.15955,36.849163,228.79628,393.87466,40.38735,190.78674,378.24353,44.660553,290.0579,388.50894,40.204105,249.17084,369.7374,40.384888,175.4197,370.04733,43.511925,573604771.603914,2019-03-06 22:39:26.603914,GRB190306943
90771,213.7124,354.4881,42.546413,252.60677,339.09714,40.79364,259.97833,353.69604,41.369102,236.1228,385.17044,45.694862,211.07147,361.97678,44.683655,269.3707,381.90256,45.287212,266.97238,368.70416,38.810963,231.73865,388.3877,41.76001,174.91255,377.247,47.400715,289.46677,387.1324,39.419254,253.32237,382.72855,41.95897,168.14781,372.9432,42.330917,573604775.6999781,2019-03-06 22:39:30.699978,GRB190306943
90772,236.0759,348.0355,39.215267,248.27065,343.18613,41.966763,260.58484,377.83823,37.450493,240.26318,373.2415,42.364773,214.19733,358.62866,46.24938,255.04265,385.01443,42.931854,245.2051,377.11798,46.453724,234.27783,380.92203,36.465,177.46022,388.41458,46.02997,297.51733,390.087,41.38178,266.47336,387.6511,44.70635,187.16724,383.54584,42.921074,573604779.796042,2019-03-06 22:39:34.796042,GRB190306943
90773,229.60806,347.6474,40.588276,254.57655,354.2105,35.89176,255.8553,373.0978,37.643078,246.93561,378.93536,46.28817,213.78685,364.0843,42.718178,264.26025,370.51328,48.617615,246.98189,383.01794,46.848152,217.61127,366.41034,35.09227,169.03575,384.10095,41.720295,299.6839,395.19833,39.814026,264.692,384.09747,39.605762,181.87828,374.73196,43.313686,573604783.892106,2019-03-06 22:39:38.892106,GRB190306943
90774,223.13364,346.0728,33.921017,241.39618,349.83817,32.748306,263.12778,364.3006,37.841774,232.79312,373.60648,42.950035,209.47273,368.9777,42.52159,266.42154,384.83112,43.913486,260.3096,391.05246,47.043903,219.94623,354.42316,44.890987,188.04938,384.32593,41.527573,309.31702,395.6198,39.032394,259.21436,378.0373,39.60764,178.54391,367.86713,43.117085,573604787.988178,2019-03-06 22:39:42.988178,GRB190306943
90775,231.58446,361.00507,39.022274,242.97687,345.54095,35.49541,273.31305,372.12924,40.78129,238.8844,388.53036,43.736633,219.65866,349.7687,36.838383,285.45633,383.67996,45.4848,258.51855,380.624,44.883057,223.69637,381.12683,43.32769,180.20016,362.16315,45.05004,306.56747,398.94962,41.97405,262.1232,382.69595,39.21065,165.81139,377.2895,43.706783,573604792.08425,2019-03-06 22:39:47.084250,GRB190306943
90776,217.24959,350.57965,39.018654,243.97969,360.0858,37.852154,257.03674,382.9083,38.03595,239.87091,376.7719,42.560905,210.64536,357.01938,36.446545,272.69104,368.35834,45.48118,266.38705,403.59894,42.731697,222.91434,374.46472,41.36757,180.9863,381.7557,47.792915,288.514,410.902,41.188267,263.1146,376.8303,38.624126,171.07208,380.16016,42.32711,573604796.1803141,2019-03-06 22:39:51.180314,GRB190306943
